time,load,rain,temp,year,month,day,day_of_week,day_type
2017-06-19,3027,0.0,17.0,2017,6,19,0,weekday
2017-06-20,3052,0.0,16.9,2017,6,20,1,weekday
2017-06-21,3126,0.0,17.7,2017,6,21,2,weekday
2017-06-22,3050,0.1,14.1,2017,6,22,3,weekday
2017-06-23,3227,0.1,14.5,2017,6,23,4,weekday
2017-06-24,2741,0.0,13.8,2017,6,24,5,weekend
2017-06-25,2589,0.0,13.2,2017,6,25,6,weekend
2017-06-26,2994,0.4,12.0,2017,6,26,0,weekday
2017-06-27,3068,0.3,15.3,2017,6,27,1,weekday
2017-06-28,3078,0.1,13.7,2017,6,28,2,weekday
2017-06-29,3052,0.1,12.5,2017,6,29,3,weekday
2017-06-30,3022,0.0,12.7,2017,6,30,4,weekday
2017-07-01,2734,0.0,13.0,2017,7,1,5,weekend
2017-07-02,2593,0.0,13.4,2017,7,2,6,weekend
2017-07-03,2997,0.2,14.2,2017,7,3,0,weekday
2017-07-04,3045,0.2,15.3,2017,7,4,1,weekday
2017-07-05,3066,0.0,15.2,2017,7,5,2,weekday
2017-07-06,3084,0.0,16.0,2017,7,6,3,weekday
2017-07-07,3049,0.0,14.9,2017,7,7,4,weekday
2017-07-08,2780,0.0,15.0,2017,7,8,5,weekend
2017-07-09,2612,0.1,14.5,2017,7,9,6,weekend
2017-07-10,2972,0.1,13.7,2017,7,10,0,weekday
2017-07-11,3031,0.1,13.6,2017,7,11,1,weekday
2017-07-12,3029,0.0,14.3,2017,7,12,2,weekday
2017-07-13,3022,0.0,14.4,2017,7,13,3,weekday
2017-07-14,2981,0.1,14.8,2017,7,14,4,weekday
2017-07-15,2794,0.1,16.9,2017,7,15,5,weekend
2017-07-16,2612,0.0,15.5,2017,7,16,6,weekend
2017-07-17,2973,0.0,16.0,2017,7,17,0,weekday
2017-07-18,3016,0.0,18.0,2017,7,18,1,weekday
2017-07-19,3048,0.5,15.8,2017,7,19,2,weekday
2017-07-20,2982,0.3,12.2,2017,7,20,3,weekday
2017-07-21,2956,0.7,12.6,2017,7,21,4,weekday
2017-07-22,2711,0.0,14.7,2017,7,22,5,weekend
2017-07-23,2601,0.0,16.1,2017,7,23,6,weekend
2017-07-24,2952,0.0,16.1,2017,7,24,0,weekday
2017-07-25,3008,0.1,16.2,2017,7,25,1,weekday
2017-07-26,3002,0.5,15.1,2017,7,26,2,weekday
2017-07-27,2970,0.1,13.4,2017,7,27,3,weekday
2017-07-28,2911,0.1,14.3,2017,7,28,4,weekday
2017-07-29,2667,0.1,14.1,2017,7,29,5,weekend
2017-07-30,2549,0.2,13.4,2017,7,30,6,weekend
2017-07-31,2865,0.2,13.8,2017,7,31,0,weekday
2017-08-01,2953,0.1,14.2,2017,8,1,1,weekday
2017-08-02,2980,0.2,15.0,2017,8,2,2,weekday
2017-08-03,2965,0.1,15.1,2017,8,3,3,weekday
2017-08-04,2933,0.1,14.0,2017,8,4,4,weekday
2017-08-05,2674,0.1,13.2,2017,8,5,5,weekend
2017-08-06,2538,0.2,13.2,2017,8,6,6,weekend
2017-08-07,2574,0.1,13.6,2017,8,7,0,weekday
2017-08-08,2898,0.1,12.9,2017,8,8,1,weekday
2017-08-09,2937,0.0,14.2,2017,8,9,2,weekday
2017-08-10,2977,0.0,13.4,2017,8,10,3,weekday
2017-08-11,3004,0.1,15.4,2017,8,11,4,weekday
2017-08-12,2735,0.0,14.3,2017,8,12,5,weekend
2017-08-13,2618,0.2,13.1,2017,8,13,6,weekend
2017-08-14,3013,0.6,15.0,2017,8,14,0,weekday
2017-08-15,3040,0.0,14.0,2017,8,15,1,weekday
2017-08-16,3091,0.2,15.2,2017,8,16,2,weekday
2017-08-17,3049,0.2,14.8,2017,8,17,3,weekday
2017-08-18,3004,0.2,12.9,2017,8,18,4,weekday
2017-08-19,2757,0.0,13.5,2017,8,19,5,weekend
2017-08-20,2682,0.3,13.5,2017,8,20,6,weekend
2017-08-21,3084,0.5,16.7,2017,8,21,0,weekday
2017-08-22,3154,0.4,16.4,2017,8,22,1,weekday
2017-08-23,3087,0.1,14.7,2017,8,23,2,weekday
2017-08-24,3108,0.1,14.4,2017,8,24,3,weekday
2017-08-25,3081,0.1,14.9,2017,8,25,4,weekday
2017-08-26,2838,0.0,14.8,2017,8,26,5,weekend
2017-08-27,2716,0.0,16.3,2017,8,27,6,weekend
2017-08-28,3091,0.1,15.6,2017,8,28,0,weekday
2017-08-29,3089,0.0,12.6,2017,8,29,1,weekday
2017-08-30,3101,0.1,12.7,2017,8,30,2,weekday
2017-08-31,3070,0.1,12.4,2017,8,31,3,weekday
2017-09-01,3029,0.0,12.3,2017,9,1,4,weekday
2017-09-02,2841,0.4,12.7,2017,9,2,5,weekend
2017-09-03,2754,0.4,16.6,2017,9,3,6,weekend
2017-09-04,3079,0.1,15.9,2017,9,4,0,weekday
2017-09-05,3098,0.2,14.0,2017,9,5,1,weekday
2017-09-06,3109,0.0,13.8,2017,9,6,2,weekday
2017-09-07,3155,0.1,14.1,2017,9,7,3,weekday
2017-09-08,3085,0.3,13.0,2017,9,8,4,weekday
2017-09-09,2868,0.1,13.1,2017,9,9,5,weekend
2017-09-10,2770,0.3,12.5,2017,9,10,6,weekend
2017-09-11,3091,0.2,12.7,2017,9,11,0,weekday
2017-09-12,3175,0.3,11.0,2017,9,12,1,weekday
2017-09-13,3133,0.2,10.4,2017,9,13,2,weekday
2017-09-14,3176,0.1,11.6,2017,9,14,3,weekday
2017-09-15,3126,0.0,11.6,2017,9,15,4,weekday
2017-09-16,2922,0.1,10.2,2017,9,16,5,weekend
2017-09-17,2779,0.0,10.3,2017,9,17,6,weekend
2017-09-18,3114,0.0,10.5,2017,9,18,0,weekday
2017-09-19,3155,0.0,13.1,2017,9,19,1,weekday
2017-09-20,3231,0.5,13.1,2017,9,20,2,weekday
2017-09-21,3168,0.1,11.0,2017,9,21,3,weekday
2017-09-22,3157,0.3,12.6,2017,9,22,4,weekday
2017-09-23,2999,0.1,14.3,2017,9,23,5,weekend
2017-09-24,2794,0.0,13.5,2017,9,24,6,weekend
2017-09-25,3124,0.0,11.8,2017,9,25,0,weekday
2017-09-26,3203,0.0,13.7,2017,9,26,1,weekday
2017-09-27,3283,0.9,13.2,2017,9,27,2,weekday
2017-09-28,3234,0.1,12.4,2017,9,28,3,weekday
2017-09-29,3162,0.1,11.8,2017,9,29,4,weekday
2017-09-30,2920,0.1,10.7,2017,9,30,5,weekend
2017-10-01,2814,0.1,13.3,2017,10,1,6,weekend
2017-10-02,3146,0.1,11.7,2017,10,2,0,weekday
2017-10-03,3218,0.0,10.6,2017,10,3,1,weekday
2017-10-04,3266,0.4,12.2,2017,10,4,2,weekday
2017-10-05,3226,0.0,11.4,2017,10,5,3,weekday
2017-10-06,3225,0.1,10.1,2017,10,6,4,weekday
2017-10-07,2984,0.0,12.6,2017,10,7,5,weekend
2017-10-08,2866,0.0,11.9,2017,10,8,6,weekend
2017-10-09,3232,0.1,12.4,2017,10,9,0,weekday
2017-10-10,3274,0.1,12.8,2017,10,10,1,weekday
2017-10-11,3244,0.3,12.3,2017,10,11,2,weekday
2017-10-12,3278,0.1,12.4,2017,10,12,3,weekday
2017-10-13,3297,0.3,15.2,2017,10,13,4,weekday
2017-10-14,2999,0.1,14.4,2017,10,14,5,weekend
2017-10-15,2883,0.1,13.5,2017,10,15,6,weekend
2017-10-16,2728,0.4,12.5,2017,10,16,0,weekday
2017-10-17,3041,0.0,10.2,2017,10,17,1,weekday
2017-10-18,3251,0.0,9.4,2017,10,18,2,weekday
2017-10-19,3331,0.9,11.8,2017,10,19,3,weekday
2017-10-20,3354,0.3,9.5,2017,10,20,4,weekday
2017-10-21,3167,0.3,10.9,2017,10,21,5,weekend
2017-10-22,2978,0.1,10.4,2017,10,22,6,weekend
2017-10-23,3295,0.1,12.7,2017,10,23,0,weekday
2017-10-24,3376,0.3,12.4,2017,10,24,1,weekday
2017-10-25,3354,0.0,11.2,2017,10,25,2,weekday
2017-10-26,3388,0.0,11.1,2017,10,26,3,weekday
2017-10-27,3339,0.0,8.6,2017,10,27,4,weekday
2017-10-28,3117,0.0,12.4,2017,10,28,5,weekend
2017-10-29,2892,0.0,11.0,2017,10,29,6,weekend
2017-10-30,2959,0.0,8.8,2017,10,30,0,weekday
2017-10-31,3280,0.0,12.1,2017,10,31,1,weekday
2017-11-01,3379,0.0,11.1,2017,11,1,2,weekday
2017-11-02,3404,0.0,9.7,2017,11,2,3,weekday
2017-11-03,3349,0.0,9.3,2017,11,3,4,weekday
2017-11-04,3071,0.1,6.9,2017,11,4,5,weekend
2017-11-05,2995,0.1,6.7,2017,11,5,6,weekend
2017-11-06,3389,0.2,10.0,2017,11,6,0,weekday
2017-11-07,3455,0.2,6.4,2017,11,7,1,weekday
2017-11-08,3558,0.1,7.2,2017,11,8,2,weekday
2017-11-09,3470,0.1,10.8,2017,11,9,3,weekday
2017-11-10,3443,0.3,9.4,2017,11,10,4,weekday
2017-11-11,3248,0.3,9.1,2017,11,11,5,weekend
2017-11-12,3038,0.0,6.1,2017,11,12,6,weekend
2017-11-13,3527,0.1,6.2,2017,11,13,0,weekday
2017-11-14,3528,0.1,10.4,2017,11,14,1,weekday
2017-11-15,3519,0.0,8.9,2017,11,15,2,weekday
2017-11-16,3513,0.1,7.5,2017,11,16,3,weekday
2017-11-17,3575,0.0,5.6,2017,11,17,4,weekday
2017-11-18,3275,0.1,7.7,2017,11,18,5,weekend
2017-11-19,3103,0.1,7.8,2017,11,19,6,weekend
2017-11-20,3432,0.2,12.2,2017,11,20,0,weekday
2017-11-21,3454,0.1,12.2,2017,11,21,1,weekday
2017-11-22,3558,0.9,7.8,2017,11,22,2,weekday
2017-11-23,3549,0.1,5.0,2017,11,23,3,weekday
2017-11-24,3617,0.1,2.3,2017,11,24,4,weekday
2017-11-25,3340,0.1,3.3,2017,11,25,5,weekend
2017-11-26,3202,0.2,6.4,2017,11,26,6,weekend
2017-11-27,3564,0.1,6.9,2017,11,27,0,weekday
2017-11-28,3581,0.1,4.2,2017,11,28,1,weekday
2017-11-29,3700,0.0,3.1,2017,11,29,2,weekday
2017-11-30,3718,0.0,4.2,2017,11,30,3,weekday
2017-12-01,3744,0.0,3.5,2017,12,1,4,weekday
2017-12-02,3394,0.0,6.6,2017,12,2,5,weekend
2017-12-03,3185,0.0,7.8,2017,12,3,6,weekend
2017-12-04,3633,0.0,7.0,2017,12,4,0,weekday
2017-12-05,3650,0.0,7.9,2017,12,5,1,weekday
2017-12-06,3631,0.3,11.1,2017,12,6,2,weekday
2017-12-07,3643,0.3,6.1,2017,12,7,3,weekday
2017-12-08,3706,0.1,2.6,2017,12,8,4,weekday
2017-12-09,3499,0.1,2.1,2017,12,9,5,weekend
2017-12-10,3344,0.6,1.8,2017,12,10,6,weekend
2017-12-11,3797,0.1,1.9,2017,12,11,0,weekday
2017-12-12,3871,0.1,4.2,2017,12,12,1,weekday
2017-12-13,3819,0.4,5.0,2017,12,13,2,weekday
2017-12-14,3871,0.3,4.5,2017,12,14,3,weekday
2017-12-15,3762,0.0,5.0,2017,12,15,4,weekday
2017-12-16,3492,0.0,5.0,2017,12,16,5,weekend
2017-12-17,3300,0.1,8.4,2017,12,17,6,weekend
2017-12-18,3703,0.0,5.8,2017,12,18,0,weekday
2017-12-19,3660,0.0,10.5,2017,12,19,1,weekday
2017-12-20,3615,0.1,10.4,2017,12,20,2,weekday
2017-12-21,3557,0.2,10.7,2017,12,21,3,weekday
2017-12-22,3409,0.0,10.0,2017,12,22,4,weekday
2017-12-23,3176,0.0,10.1,2017,12,23,5,weekend
2017-12-24,3062,0.3,10.8,2017,12,24,6,weekend
2017-12-25,2909,0.5,5.8,2017,12,25,0,weekday
2017-12-26,2886,0.2,2.9,2017,12,26,1,weekday
2017-12-27,3139,0.1,2.5,2017,12,27,2,weekday
2017-12-28,3358,0.1,1.3,2017,12,28,3,weekday
2017-12-29,3353,0.6,5.3,2017,12,29,4,weekday
2017-12-30,3198,0.3,7.2,2017,12,30,5,weekend
2017-12-31,3069,0.2,6.7,2017,12,31,6,weekend
2018-01-01,3027,0.1,6.1,2018,1,1,0,weekday
2018-01-02,3446,0.5,7.4,2018,1,2,1,weekday
2018-01-03,3617,0.2,7.3,2018,1,3,2,weekday
2018-01-04,3626,0.4,6.0,2018,1,4,3,weekday
2018-01-05,3637,0.1,4.0,2018,1,5,4,weekday
2018-01-06,3380,0.0,3.7,2018,1,6,5,weekend
2018-01-07,3301,0.0,1.0,2018,1,7,6,weekend
2018-01-08,3757,0.0,1.5,2018,1,8,0,weekday
2018-01-09,3794,0.2,6.2,2018,1,9,1,weekday
2018-01-10,3776,0.2,4.2,2018,1,10,2,weekday
2018-01-11,3779,0.0,2.9,2018,1,11,3,weekday
2018-01-12,3743,0.3,6.7,2018,1,12,4,weekday
2018-01-13,3388,0.2,7.8,2018,1,13,5,weekend
2018-01-14,3254,0.2,6.7,2018,1,14,6,weekend
2018-01-15,3609,0.3,7.2,2018,1,15,0,weekday
2018-01-16,3820,0.4,2.7,2018,1,16,1,weekday
2018-01-17,3825,0.4,4.8,2018,1,17,2,weekday
2018-01-18,3729,0.2,4.0,2018,1,18,3,weekday
2018-01-19,3712,0.2,2.9,2018,1,19,4,weekday
2018-01-20,3459,0.2,4.1,2018,1,20,5,weekend
2018-01-21,3303,0.7,8.1,2018,1,21,6,weekend
2018-01-22,3593,0.0,8.1,2018,1,22,0,weekday
2018-01-23,3578,0.3,10.1,2018,1,23,1,weekday
2018-01-24,3652,0.5,7.2,2018,1,24,2,weekday
2018-01-25,3705,0.1,5.8,2018,1,25,3,weekday
2018-01-26,3650,0.1,5.6,2018,1,26,4,weekday
2018-01-27,3331,0.3,9.9,2018,1,27,5,weekend
2018-01-28,3189,0.1,10.9,2018,1,28,6,weekend
2018-01-29,3549,0.2,7.1,2018,1,29,0,weekday
2018-01-30,3685,0.1,5.7,2018,1,30,1,weekday
2018-01-31,3731,0.3,4.5,2018,1,31,2,weekday
2018-02-01,3745,0.1,4.7,2018,2,1,3,weekday
2018-02-02,3701,0.1,4.6,2018,2,2,4,weekday
2018-02-03,3417,0.1,4.5,2018,2,3,5,weekend
2018-02-04,3269,0.0,4.0,2018,2,4,6,weekend
2018-02-05,3711,0.1,2.4,2018,2,5,0,weekday
2018-02-06,3770,0.1,1.9,2018,2,6,1,weekday
2018-02-07,3817,0.1,3.4,2018,2,7,2,weekday
2018-02-08,3709,0.2,6.5,2018,2,8,3,weekday
2018-02-09,3704,0.1,2.9,2018,2,9,4,weekday
2018-02-10,3409,0.6,7.5,2018,2,10,5,weekend
2018-02-11,3294,0.2,1.8,2018,2,11,6,weekend
2018-02-12,3727,0.3,3.0,2018,2,12,0,weekday
2018-02-13,3760,0.1,3.3,2018,2,13,1,weekday
2018-02-14,3745,0.2,6.4,2018,2,14,2,weekday
2018-02-15,3747,0.1,3.4,2018,2,15,3,weekday
2018-02-16,3707,0.2,4.7,2018,2,16,4,weekday
2018-02-17,3376,0.0,5.1,2018,2,17,5,weekend
2018-02-18,3216,0.2,7.8,2018,2,18,6,weekend
2018-02-19,3538,0.0,9.1,2018,2,19,0,weekday
2018-02-20,3622,0.0,5.4,2018,2,20,1,weekday
2018-02-21,3678,0.0,3.6,2018,2,21,2,weekday
2018-02-22,3665,0.0,5.7,2018,2,22,3,weekday
2018-02-23,3691,0.0,4.7,2018,2,23,4,weekday
2018-02-24,3437,0.0,3.7,2018,2,24,5,weekend
2018-02-25,3296,0.0,3.1,2018,2,25,6,weekend
2018-02-26,3804,0.0,1.8,2018,2,26,0,weekday
2018-02-27,3888,0.0,0.8,2018,2,27,1,weekday
2018-02-28,3887,0.1,-2.1,2018,2,28,2,weekday
2018-03-01,3656,0.1,-2.4,2018,3,1,3,weekday
2018-03-02,3407,0.5,0.2,2018,3,2,4,weekday
2018-03-03,3420,0.3,1.4,2018,3,3,5,weekend
2018-03-04,3407,0.1,2.6,2018,3,4,6,weekend
2018-03-05,3812,0.1,3.7,2018,3,5,0,weekday
2018-03-06,3789,0.1,4.2,2018,3,6,1,weekday
2018-03-07,3723,0.1,4.3,2018,3,7,2,weekday
2018-03-08,3728,0.0,4.2,2018,3,8,3,weekday
2018-03-09,3752,0.1,3.5,2018,3,9,4,weekday
2018-03-10,3406,0.3,7.7,2018,3,10,5,weekend
2018-03-11,3208,0.1,7.5,2018,3,11,6,weekend
2018-03-12,3598,0.0,6.7,2018,3,12,0,weekday
2018-03-13,3677,0.0,6.2,2018,3,13,1,weekday
2018-03-14,3802,0.5,9.0,2018,3,14,2,weekday
2018-03-15,3673,0.1,8.6,2018,3,15,3,weekday
2018-03-16,3604,0.1,7.3,2018,3,16,4,weekday
2018-03-17,3332,0.0,3.4,2018,3,17,5,weekend
2018-03-18,3394,0.1,0.2,2018,3,18,6,weekend
2018-03-19,3416,0.0,2.5,2018,3,19,0,weekday
2018-03-20,3676,0.0,2.6,2018,3,20,1,weekday
2018-03-21,3707,0.0,6.0,2018,3,21,2,weekday
2018-03-22,3680,0.3,7.5,2018,3,22,3,weekday
2018-03-23,3569,0.2,6.8,2018,3,23,4,weekday
2018-03-24,3234,0.0,5.9,2018,3,24,5,weekend
2018-03-25,3097,0.0,5.5,2018,3,25,6,weekend
2018-03-26,3514,0.2,6.6,2018,3,26,0,weekday
2018-03-27,3548,0.1,7.5,2018,3,27,1,weekday
2018-03-28,3527,0.1,4.9,2018,3,28,2,weekday
2018-03-29,3593,0.2,4.2,2018,3,29,3,weekday
2018-03-30,3466,0.1,4.7,2018,3,30,4,weekday
2018-03-31,3238,0.0,5.1,2018,3,31,5,weekend
2018-04-01,3092,0.2,3.9,2018,4,1,6,weekend
2018-04-02,3212,0.3,5.1,2018,4,2,0,weekday
2018-04-03,3458,0.3,7.0,2018,4,3,1,weekday
2018-04-04,3574,0.1,5.1,2018,4,4,2,weekday
2018-04-05,3619,0.1,4.9,2018,4,5,3,weekday
2018-04-06,3562,0.5,8.9,2018,4,6,4,weekday
2018-04-07,3213,0.1,8.9,2018,4,7,5,weekend
2018-04-08,3038,0.2,8.7,2018,4,8,6,weekend
2018-04-09,3403,0.1,8.4,2018,4,9,0,weekday
2018-04-10,3526,0.1,8.4,2018,4,10,1,weekday
2018-04-11,3531,0.0,8.2,2018,4,11,2,weekday
2018-04-12,3516,0.0,8.1,2018,4,12,3,weekday
2018-04-13,3431,0.0,8.6,2018,4,13,4,weekday
2018-04-14,3179,0.0,10.1,2018,4,14,5,weekend
2018-04-15,3101,0.2,10.3,2018,4,15,6,weekend
2018-04-16,3484,0.5,9.6,2018,4,16,0,weekday
2018-04-17,3467,0.3,12.1,2018,4,17,1,weekday
2018-04-18,3400,0.1,12.6,2018,4,18,2,weekday
2018-04-19,3321,0.0,12.3,2018,4,19,3,weekday
2018-04-20,3231,0.0,10.4,2018,4,20,4,weekday
2018-04-21,2939,0.1,10.3,2018,4,21,5,weekend
2018-04-22,2848,0.1,9.9,2018,4,22,6,weekend
2018-04-23,3223,0.1,10.0,2018,4,23,0,weekday
2018-04-24,3363,0.3,9.1,2018,4,24,1,weekday
2018-04-25,3347,0.1,8.3,2018,4,25,2,weekday
2018-04-26,3368,0.1,8.0,2018,4,26,3,weekday
2018-04-27,3346,0.1,7.2,2018,4,27,4,weekday
2018-04-28,3089,0.0,7.1,2018,4,28,5,weekend
2018-04-29,2926,0.0,6.9,2018,4,29,6,weekend
2018-04-30,3258,0.0,7.2,2018,4,30,0,weekday
2018-05-01,3345,0.3,8.4,2018,5,1,1,weekday
2018-05-02,3320,0.1,8.5,2018,5,2,2,weekday
2018-05-03,3362,0.1,9.7,2018,5,3,3,weekday
2018-05-04,3266,0.0,11.9,2018,5,4,4,weekday
2018-05-05,2965,0.0,12.7,2018,5,5,5,weekend
2018-05-06,2776,0.0,12.4,2018,5,6,6,weekend
2018-05-07,2815,0.0,12.6,2018,5,7,0,weekday
2018-05-08,3111,0.1,11.7,2018,5,8,1,weekday
2018-05-09,3229,0.2,9.2,2018,5,9,2,weekday
2018-05-10,3182,0.0,9.3,2018,5,10,3,weekday
2018-05-11,3236,0.4,9.0,2018,5,11,4,weekday
2018-05-12,2950,0.0,8.7,2018,5,12,5,weekend
2018-05-13,2811,0.0,9.9,2018,5,13,6,weekend
2018-05-14,3178,0.0,12.2,2018,5,14,0,weekday
2018-05-15,3192,0.0,11.6,2018,5,15,1,weekday
2018-05-16,3124,0.0,9.8,2018,5,16,2,weekday
2018-05-17,3134,0.0,10.6,2018,5,17,3,weekday
2018-05-18,3112,0.0,12.2,2018,5,18,4,weekday
2018-05-19,2873,0.0,13.1,2018,5,19,5,weekend
2018-05-20,2794,0.3,13.0,2018,5,20,6,weekend
2018-05-21,3149,0.4,11.0,2018,5,21,0,weekday
2018-05-22,3172,0.0,10.7,2018,5,22,1,weekday
2018-05-23,3164,0.0,13.3,2018,5,23,2,weekday
2018-05-24,3194,0.0,13.1,2018,5,24,3,weekday
2018-05-25,3126,0.0,15.5,2018,5,25,4,weekday
2018-05-26,2880,0.0,15.5,2018,5,26,5,weekend
2018-05-27,2771,0.1,15.6,2018,5,27,6,weekend
2018-05-28,3142,0.0,16.5,2018,5,28,0,weekday
2018-05-29,3184,0.0,17.3,2018,5,29,1,weekday
2018-05-30,3179,0.0,16.3,2018,5,30,2,weekday
2018-05-31,3201,0.0,16.3,2018,5,31,3,weekday
2018-06-01,3153,0.1,16.1,2018,6,1,4,weekday
2018-06-02,2889,0.1,15.5,2018,6,2,5,weekend
2018-06-03,2711,0.0,15.9,2018,6,3,6,weekend
2018-06-04,2766,0.0,16.0,2018,6,4,0,weekday
2018-06-05,3107,0.0,15.8,2018,6,5,1,weekday
2018-06-06,3124,0.0,16.1,2018,6,6,2,weekday
2018-06-07,3146,0.0,17.1,2018,6,7,3,weekday
2018-06-08,3124,0.1,16.7,2018,6,8,4,weekday
2018-06-09,2846,0.0,15.8,2018,6,9,5,weekend
2018-06-10,2707,0.0,15.1,2018,6,10,6,weekend
2018-06-11,3051,0.0,14.8,2018,6,11,0,weekday
2018-06-12,3097,0.0,14.0,2018,6,12,1,weekday
2018-06-13,3134,0.2,13.5,2018,6,13,2,weekday
2018-06-14,3149,0.1,14.0,2018,6,14,3,weekday
2018-06-15,3076,0.1,12.2,2018,6,15,4,weekday
2018-06-16,2841,0.2,12.9,2018,6,16,5,weekend
2018-06-17,2731,0.1,13.4,2018,6,17,6,weekend
2018-06-18,3110,0.0,13.5,2018,6,18,0,weekday
2018-06-19,3163,0.3,13.8,2018,6,19,1,weekday
2018-06-20,3118,0.1,13.2,2018,6,20,2,weekday
2018-06-21,3114,0.0,12.2,2018,6,21,3,weekday
2018-06-22,3098,0.0,12.4,2018,6,22,4,weekday
2018-06-23,2849,0.0,13.9,2018,6,23,5,weekend
2018-06-24,2743,0.0,15.8,2018,6,24,6,weekend
2018-06-25,3141,0.0,17.4,2018,6,25,0,weekday
2018-06-26,3205,0.0,19.4,2018,6,26,1,weekday
2018-06-27,3222,0.0,20.6,2018,6,27,2,weekday
2018-06-28,3235,0.0,20.8,2018,6,28,3,weekday
2018-06-29,3171,0.0,20.4,2018,6,29,4,weekday
2018-06-30,2875,0.0,18.7,2018,6,30,5,weekend
2018-07-01,2716,0.0,16.7,2018,7,1,6,weekend
2018-07-02,3080,0.0,17.2,2018,7,2,0,weekday
2018-07-03,3135,0.0,18.4,2018,7,3,1,weekday
2018-07-04,3150,0.0,17.5,2018,7,4,2,weekday
2018-07-05,3152,0.0,16.2,2018,7,5,3,weekday
2018-07-06,3121,0.0,17.1,2018,7,6,4,weekday
2018-07-07,2866,0.0,18.2,2018,7,7,5,weekend
2018-07-08,2741,0.0,18.5,2018,7,8,6,weekend
2018-07-09,3097,0.0,17.1,2018,7,9,0,weekday
2018-07-10,3125,0.0,16.0,2018,7,10,1,weekday
2018-07-11,3160,0.0,16.4,2018,7,11,2,weekday
2018-07-12,3148,0.0,16.0,2018,7,12,3,weekday
2018-07-13,3124,0.0,16.4,2018,7,13,4,weekday
2018-07-14,2819,0.1,17.1,2018,7,14,5,weekend
2018-07-15,2725,0.3,16.7,2018,7,15,6,weekend
2018-07-16,3067,0.0,15.0,2018,7,16,0,weekday
2018-07-17,3109,0.0,15.0,2018,7,17,1,weekday
2018-07-18,3134,0.0,15.4,2018,7,18,2,weekday
2018-07-19,3104,0.0,15.1,2018,7,19,3,weekday
2018-07-20,3121,0.2,16.0,2018,7,20,4,weekday
2018-07-21,2866,0.0,15.9,2018,7,21,5,weekend
2018-07-22,2790,0.0,18.8,2018,7,22,6,weekend
2018-07-23,3125,0.1,17.8,2018,7,23,0,weekday
2018-07-24,3096,0.0,15.9,2018,7,24,1,weekday
2018-07-25,3094,0.0,17.2,2018,7,25,2,weekday
2018-07-26,3163,0.3,18.1,2018,7,26,3,weekday
2018-07-27,3113,0.3,15.9,2018,7,27,4,weekday
2018-07-28,2801,0.3,13.3,2018,7,28,5,weekend
2018-07-29,2687,0.2,14.0,2018,7,29,6,weekend
2018-07-30,2978,0.2,14.2,2018,7,30,0,weekday
2018-07-31,3063,0.1,14.2,2018,7,31,1,weekday
2018-08-01,3092,0.4,15.6,2018,8,1,2,weekday
2018-08-02,3141,0.1,17.9,2018,8,2,3,weekday
2018-08-03,3119,0.0,17.6,2018,8,3,4,weekday
2018-08-04,2836,0.0,16.1,2018,8,4,5,weekend
2018-08-05,2661,0.0,16.2,2018,8,5,6,weekend
2018-08-06,2740,0.0,16.1,2018,8,6,0,weekday
2018-08-07,2992,0.0,14.3,2018,8,7,1,weekday
2018-08-08,3021,0.1,13.6,2018,8,8,2,weekday
2018-08-09,3056,0.1,12.6,2018,8,9,3,weekday
2018-08-10,3048,0.1,13.1,2018,8,10,4,weekday
2018-08-11,2878,0.2,14.6,2018,8,11,5,weekend
2018-08-12,2786,0.1,16.3,2018,8,12,6,weekend
2018-08-13,3079,0.0,15.7,2018,8,13,0,weekday
2018-08-14,3141,0.1,16.6,2018,8,14,1,weekday
2018-08-15,3134,0.2,16.3,2018,8,15,2,weekday
2018-08-16,3082,0.1,13.7,2018,8,16,3,weekday
2018-08-17,3101,0.3,14.3,2018,8,17,4,weekday
2018-08-18,2907,0.4,17.3,2018,8,18,5,weekend
2018-08-19,2782,0.1,17.1,2018,8,19,6,weekend
2018-08-20,3163,0.0,16.8,2018,8,20,0,weekday
2018-08-21,3199,0.1,17.3,2018,8,21,1,weekday
2018-08-22,3188,0.2,15.3,2018,8,22,2,weekday
2018-08-23,3150,0.2,12.8,2018,8,23,3,weekday
2018-08-24,3086,0.1,11.6,2018,8,24,4,weekday
2018-08-25,2869,0.0,12.2,2018,8,25,5,weekend
2018-08-26,2767,0.6,13.7,2018,8,26,6,weekend
2018-08-27,3110,0.0,13.8,2018,8,27,0,weekday
2018-08-28,3182,0.1,13.1,2018,8,28,1,weekday
2018-08-29,3178,0.0,12.4,2018,8,29,2,weekday
2018-08-30,3208,0.0,12.5,2018,8,30,3,weekday
2018-08-31,3176,0.1,14.5,2018,8,31,4,weekday
2018-09-01,2950,0.0,16.2,2018,9,1,5,weekend
2018-09-02,2786,0.1,15.7,2018,9,2,6,weekend
2018-09-03,3061,0.0,12.2,2018,9,3,0,weekday
2018-09-04,3161,0.0,11.6,2018,9,4,1,weekday
2018-09-05,3197,0.1,13.3,2018,9,5,2,weekday
2018-09-06,3201,0.1,12.6,2018,9,6,3,weekday
2018-09-07,3178,0.0,12.1,2018,9,7,4,weekday
2018-09-08,2943,0.4,14.4,2018,9,8,5,weekend
2018-09-09,2808,0.0,13.8,2018,9,9,6,weekend
2018-09-10,3182,0.2,13.5,2018,9,10,0,weekday
2018-09-11,3231,0.1,13.0,2018,9,11,1,weekday
